DiseaseName_raw,DiseaseName_norm
Retinitis Pigmentosa 20,retinitis pigmentosa 20
RETINITIS PIGMENTOSA 23,retinitis pigmentosa 23
Retinitis Pigmentosa 25,retinitis pigmentosa 25
Retinitis Pigmentosa 26,retinitis pigmentosa 26
Retinitis Pigmentosa 27,retinitis pigmentosa 27
RETINITIS PIGMENTOSA 28,retinitis pigmentosa 28
Retinitis Pigmentosa 3,retinitis pigmentosa 3
Retinitis Pigmentosa 30,retinitis pigmentosa 30
Retinitis Pigmentosa 31,retinitis pigmentosa 31
Retinitis Pigmentosa 32,retinitis pigmentosa 32
Retinitis Pigmentosa 33,retinitis pigmentosa 33
Retinitis Pigmentosa 35,retinitis pigmentosa 35
Retinitis Pigmentosa 36,retinitis pigmentosa 36
Retinitis Pigmentosa 37,retinitis pigmentosa 37
RETINITIS PIGMENTOSA 38,retinitis pigmentosa 38
RETINITIS PIGMENTOSA 39,retinitis pigmentosa 39
Retinitis Pigmentosa 4,retinitis pigmentosa 4
RETINITIS PIGMENTOSA 40,retinitis pigmentosa 40
Retinitis Pigmentosa 41,retinitis pigmentosa 41
Retinitis Pigmentosa 42,retinitis pigmentosa 42
RETINITIS PIGMENTOSA 43,retinitis pigmentosa 43
RETINITIS PIGMENTOSA 44,retinitis pigmentosa 44
RETINITIS PIGMENTOSA 45,retinitis pigmentosa 45
Retinitis Pigmentosa 46,retinitis pigmentosa 46
RETINITIS PIGMENTOSA 47,retinitis pigmentosa 47
RETINITIS PIGMENTOSA 48,retinitis pigmentosa 48
RETINITIS PIGMENTOSA 49,retinitis pigmentosa 49
RETINITIS PIGMENTOSA 50,retinitis pigmentosa 50
RETINITIS PIGMENTOSA 51,retinitis pigmentosa 51
RETINITIS PIGMENTOSA 54,retinitis pigmentosa 54
RETINITIS PIGMENTOSA 55,retinitis pigmentosa 55
RETINITIS PIGMENTOSA 56,retinitis pigmentosa 56
RETINITIS PIGMENTOSA 57,retinitis pigmentosa 57
RETINITIS PIGMENTOSA 58,retinitis pigmentosa 58
RETINITIS PIGMENTOSA 59,retinitis pigmentosa 59
RETINITIS PIGMENTOSA 60,retinitis pigmentosa 60
RETINITIS PIGMENTOSA 61,retinitis pigmentosa 61
RETINITIS PIGMENTOSA 62,retinitis pigmentosa 62
RETINITIS PIGMENTOSA 66,retinitis pigmentosa 66
RETINITIS PIGMENTOSA 67,retinitis pigmentosa 67
RETINITIS PIGMENTOSA 68,retinitis pigmentosa 68
RETINITIS PIGMENTOSA 69,retinitis pigmentosa 69
Retinitis Pigmentosa 7,retinitis pigmentosa 7
RETINITIS PIGMENTOSA 70,retinitis pigmentosa 70
RETINITIS PIGMENTOSA 71,retinitis pigmentosa 71
RETINITIS PIGMENTOSA 72,retinitis pigmentosa 72
RETINITIS PIGMENTOSA 73,retinitis pigmentosa 73
RETINITIS PIGMENTOSA 74,retinitis pigmentosa 74
RETINITIS PIGMENTOSA 75,retinitis pigmentosa 75
RETINITIS PIGMENTOSA 76,retinitis pigmentosa 76
RETINITIS PIGMENTOSA 77,retinitis pigmentosa 77
RETINITIS PIGMENTOSA 78,retinitis pigmentosa 78
RETINITIS PIGMENTOSA 79,retinitis pigmentosa 79
RETINITIS PIGMENTOSA 82 WITH OR WITHOUT SITUS INVERSUS,retinitis pigmentosa 82 with or without situs inversus
Retinitis Pigmentosa 9,retinitis pigmentosa 9
RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS,retinitis pigmentosa and erythrocytic microcytosis
"Retinitis Pigmentosa, X-Linked, And Sinorespiratory Infections, With Or Without Deafness",retinitis pigmentosa x linked and sinorespiratory infections with or without deafness
Retinoblastoma,retinoblastoma
Retinoschisis,retinoschisis
Retrognathia,retrognathia
Rett Syndrome,rett syndrome
"RETT SYNDROME, CONGENITAL VARIANT",rett syndrome congenital variant
Revesz Debuse syndrome,revesz debuse syndrome
REYNOLDS SYNDROME,reynolds syndrome
"Rh-Null, Regulator Type",rh null regulator type
Rhabdoid Tumor,rhabdoid tumor
Rhabdoid Tumor Predisposition Syndrome 1,rhabdoid tumor predisposition syndrome 1
Rhabdoid Tumor Predisposition Syndrome 2,rhabdoid tumor predisposition syndrome 2
Rhabdomyoma,rhabdomyoma
Rhabdomyosarcoma,rhabdomyosarcoma
Rhabdomyosarcoma 1,rhabdomyosarcoma 1
"Rhabdomyosarcoma, Alveolar",rhabdomyosarcoma alveolar
"Rhabdomyosarcoma, Embryonal",rhabdomyosarcoma embryonal
"Rhabdomyosarcoma, Embryonal, 2",rhabdomyosarcoma embryonal 2
"Rheumatoid Arthritis, Systemic Juvenile",rheumatoid arthritis systemic juvenile
"Rhinitis, Allergic, Perennial",rhinitis allergic perennial
"Rhinitis, Allergic, Seasonal",rhinitis allergic seasonal
"Rhizomelic chondrodysplasia punctata, type 1",rhizomelic chondrodysplasia punctata type 1
"Rhizomelic chondrodysplasia punctata, type 2",rhizomelic chondrodysplasia punctata type 2
"Rhizomelic chondrodysplasia punctata, type 3",rhizomelic chondrodysplasia punctata type 3
"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5",rhizomelic chondrodysplasia punctata type 5
Riboflavin Deficiency,riboflavin deficiency
Ribose 5-Phosphate Isomerase Deficiency,ribose 5 phosphate isomerase deficiency
Richieri Costa Pereira syndrome,richieri costa pereira syndrome
Rickettsia Infections,rickettsia infections
Riddle Syndrome,riddle syndrome
Right ventricle hypoplasia,right ventricle hypoplasia
Rigid spine syndrome,rigid spine syndrome
Ring dermoid of cornea,ring dermoid of cornea
"Rippling muscle disease, 1",rippling muscle disease 1
Roberts Syndrome,roberts syndrome
Robinow Sorauf syndrome,robinow sorauf syndrome
Robinow Syndrome,robinow syndrome
"Robinow syndrome, autosomal recessive",robinow syndrome autosomal recessive
Roifman-Chitayat Syndrome,roifman chitayat syndrome
Roifman syndrome,roifman syndrome
"Rolandic Epilepsy, Mental Retardation, and Speech Dyspraxia, X-Linked",rolandic epilepsy mental retardation and speech dyspraxia x linked
Romano-Ward Syndrome,romano ward syndrome
Rothmund-Thomson Syndrome,rothmund thomson syndrome
Rubinstein-Taybi Syndrome,rubinstein taybi syndrome
Rufous oculocutaneous albinism,rufous oculocutaneous albinism
RUIJS-AALFS SYNDROME,ruijs aalfs syndrome
"Rupture, Spontaneous",rupture spontaneous
Sacral defect and anterior sacral meningocele,sacral defect and anterior sacral meningocele
Saethre-Chotzen Syndrome with Eyelid Anomalies,saethre chotzen syndrome with eyelid anomalies
Sagittal Sinus Thrombosis,sagittal sinus thrombosis
"Salivary Gland Adenoma, Pleomorphic",salivary gland adenoma pleomorphic
Salivary Gland Neoplasms,salivary gland neoplasms
"Salmonella Infections, Animal",salmonella infections animal
Sandhoff Disease,sandhoff disease
Sarcoglycanopathies,sarcoglycanopathies
"Sarcoma, Alveolar Soft Part",sarcoma alveolar soft part
"Sarcoma, Clear Cell",sarcoma clear cell
"Sarcoma, Ewing",sarcoma ewing
"Sarcoma, Experimental",sarcoma experimental
"Sarcoma, Kaposi",sarcoma kaposi
"Sarcoma, Synovial",sarcoma synovial
Sarcopenia,sarcopenia
Sarcosinemia,sarcosinemia
Scalp ear nipple syndrome,scalp ear nipple syndrome
"Scaphocephaly, Maxillary Retrusion, And Mental Retardation",scaphocephaly maxillary retrusion and mental retardation
"Scapuloperoneal Myopathy, X-Linked Dominant",scapuloperoneal myopathy x linked dominant
SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY,scapuloperoneal spinal muscular atrophy
"Scapuloperoneal Syndrome, Neurogenic, Kaeser Type",scapuloperoneal syndrome neurogenic kaeser type
Schimke immunoosseous dysplasia,schimke immunoosseous dysplasia
"Schindler Disease, Type I",schindler disease type i
Schinzel-Giedion syndrome,schinzel giedion syndrome
Schistosomiasis,schistosomiasis
Schistosomiasis mansoni,schistosomiasis mansoni
Schizencephaly,schizencephaly
"Schizophrenia, Paranoid",schizophrenia paranoid
Schizophrenia Spectrum and Other Psychotic Disorders,schizophrenia spectrum and other psychotic disorders
Schmid-Fraccaro syndrome,schmid fraccaro syndrome
Schneckenbecken dysplasia,schneckenbecken dysplasia
Schnitzler Syndrome,schnitzler syndrome
Schopf-Schulz-Passarge Syndrome,schopf schulz passarge syndrome
Schwannomatosis,schwannomatosis
Sciatic Neuropathy,sciatic neuropathy
Scleroatonic muscular dystrophy,scleroatonic muscular dystrophy
"Scleroderma, Diffuse",scleroderma diffuse
"Scleroderma, Localized",scleroderma localized
"Scleroderma, Systemic",scleroderma systemic
"SCLEROSING CHOLANGITIS, NEONATAL",sclerosing cholangitis neonatal
Sclerosis,sclerosis
Sclerosteosis,sclerosteosis
Sclerotylosis,sclerotylosis
Scoliosis,scoliosis
"SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 1",scoliosis isolated susceptibility to 1
Scott Syndrome,scott syndrome
Scrapie,scrapie
Sea-Blue Histiocyte Syndrome,sea blue histiocyte syndrome
Sebaceous Gland Neoplasms,sebaceous gland neoplasms
Seborrhea-Like Dermatitis with Psoriasiform Elements,seborrhea like dermatitis with psoriasiform elements
Seckel syndrome 1,seckel syndrome 1
Seckel syndrome 2,seckel syndrome 2
SECKEL SYNDROME 4,seckel syndrome 4
"Segawa syndrome, autosomal recessive",segawa syndrome autosomal recessive
Seizures,seizures
"SEIZURES, BENIGN FAMILIAL INFANTILE, 2",seizures benign familial infantile 2
"SEIZURES, BENIGN FAMILIAL INFANTILE, 5",seizures benign familial infantile 5
"SEIZURES, BENIGN FAMILIAL NEONATAL, 1",seizures benign familial neonatal 1
"SEIZURES, BENIGN FAMILIAL NEONATAL, 2",seizures benign familial neonatal 2
"SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME",seizures cortical blindness and microcephaly syndrome
"Seizures, Febrile",seizures febrile
Seminoma,seminoma
Senior Loken Syndrome,senior loken syndrome
Senior-Loken syndrome 4,senior loken syndrome 4
Senior-Loken Syndrome 5,senior loken syndrome 5
Senior-Loken Syndrome 6,senior loken syndrome 6
Sensation Disorders,sensation disorders
"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",sensory ataxic neuropathy dysarthria and ophthalmoparesis
SeSAME syndrome,sesame syndrome
Severe Acute Respiratory Syndrome,severe acute respiratory syndrome
Severe Combined Immunodeficiency,severe combined immunodeficiency
"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive",severe combined immunodeficiency autosomal recessive t cell negative b cell negative nk cell positive
"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Positive, NK Cell-Negative",severe combined immunodeficiency autosomal recessive t cell negative b cell positive nk cell negative
"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive",severe combined immunodeficiency autosomal recessive t cell negative b cell positive nk cell positive
Severe combined immunodeficiency due to adenosine deaminase deficiency,severe combined immunodeficiency due to adenosine deaminase deficiency
"Severe Combined Immunodeficiency with Microcephaly, Growth Retardation, and Sensitivity to Ionizing Radiation",severe combined immunodeficiency with microcephaly growth retardation and sensitivity to ionizing radiation
Severe combined immunodeficiency with sensitivity to ionizing radiation,severe combined immunodeficiency with sensitivity to ionizing radiation
Severe Dengue,severe dengue
"Sexual Dysfunction, Physiological",sexual dysfunction physiological
"Sexual Dysfunctions, Psychological",sexual dysfunctions psychological
Sexual Infantilism,sexual infantilism
Sezary Syndrome,sezary syndrome
"Shock, Cardiogenic",shock cardiogenic
"Shock, Hemorrhagic",shock hemorrhagic
"Shock, Septic",shock septic
Short chain Acyl CoA dehydrogenase deficiency,short chain acyl coa dehydrogenase deficiency
Short QT Syndrome 1,short qt syndrome 1
Short QT Syndrome 2,short qt syndrome 2
Short QT Syndrome 3,short qt syndrome 3
Short Rib-Polydactyly Syndrome,short rib polydactyly syndrome
"Short rib-polydactyly syndrome, Verma-Naumoff type",short rib polydactyly syndrome verma naumoff type
SHORT STATURE AND ADVANCED BONE AGE WITH OR WITHOUT EARLY-ONSET OSTEOARTHRITIS AND/OR OSTEOCHONDRITIS DISSECANS,short stature and advanced bone age with or without early onset osteoarthritis and or osteochondritis dissecans
"Short Stature, Idiopathic, Autosomal",short stature idiopathic autosomal
"Short Stature, Idiopathic, X-Linked",short stature idiopathic x linked
SHORT syndrome,short syndrome
Shprintzen Golberg craniosynostosis,shprintzen golberg craniosynostosis
Shwachman-Diamond Syndrome,shwachman diamond syndrome
Shy-Drager Syndrome,shy drager syndrome
Sialic Acid Storage Disease,sialic acid storage disease
Sialorrhea,sialorrhea
Sick Building Syndrome,sick building syndrome
"Sick Sinus Syndrome 1, Autosomal Recessive",sick sinus syndrome 1 autosomal recessive
"Sick Sinus Syndrome 2, Autosomal Dominant",sick sinus syndrome 2 autosomal dominant
Siderius X-linked mental retardation syndrome,siderius x linked mental retardation syndrome
Signs and Symptoms,signs and symptoms
"Signs and Symptoms, Respiratory",signs and symptoms respiratory
Silicosis,silicosis
Silver-Russell Syndrome,silver russell syndrome
Simpson-Golabi-Behmel syndrome,simpson golabi behmel syndrome
"Simpson-Golabi-Behmel Syndrome, Type 2",simpson golabi behmel syndrome type 2
Single upper central incisor,single upper central incisor
Singleton Merten syndrome,singleton merten syndrome
Sinonasal undifferentiated carcinoma,sinonasal undifferentiated carcinoma
"Sinus Thrombosis, Intracranial",sinus thrombosis intracranial
Sitosterolemia,sitosterolemia
Situs Inversus,situs inversus
Sjogren-Larsson Syndrome,sjogren larsson syndrome
Skin Abnormalities,skin abnormalities
Skin Diseases,skin diseases
"Skin Diseases, Vascular",skin diseases vascular
"Skin-Hair-Eye Pigmentation, Variation In, 4",skin hair eye pigmentation variation in 4
Skin Manifestations,skin manifestations
Skin Neoplasms,skin neoplasms
"Sleep Apnea, Obstructive",sleep apnea obstructive
Sleep Apnea Syndromes,sleep apnea syndromes
Sleep Deprivation,sleep deprivation
"Sleep Disorders, Circadian Rhythm",sleep disorders circadian rhythm
Sleep Initiation and Maintenance Disorders,sleep initiation and maintenance disorders
Sleep Wake Disorders,sleep wake disorders
"Slowed Nerve Conduction Velocity, Autosomal Dominant",slowed nerve conduction velocity autosomal dominant
Small Cell Lung Carcinoma,small cell lung carcinoma
Smith-Lemli-Opitz Syndrome,smith lemli opitz syndrome
Smith-Magenis Syndrome,smith magenis syndrome
Smith-McCort Dysplasia,smith mccort dysplasia
Smooth Muscle Tumor,smooth muscle tumor
Sneddon Syndrome,sneddon syndrome
Snowflake vitreoretinal degeneration,snowflake vitreoretinal degeneration
Snyder Robinson syndrome,snyder robinson syndrome
Social Communication Disorder,social communication disorder
SODIUM SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1,sodium serum level quantitative trait locus 1
Soft Tissue Neoplasms,soft tissue neoplasms
Solitary Fibrous Tumors,solitary fibrous tumors
Somatoform Disorders,somatoform disorders
Somatosensory Disorders,somatosensory disorders
Sotos Syndrome,sotos syndrome
Spasm,spasm
"Spasms, Infantile",spasms infantile
"SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE",spastic ataxia 4 autosomal recessive
"SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE",spastic ataxia 5 autosomal recessive
Spastic ataxia Charlevoix-Saguenay type,spastic ataxia charlevoix saguenay type
"Spastic paraplegia 10, autosomal dominant",spastic paraplegia 10 autosomal dominant
"Spastic paraplegia 11, autosomal recessive",spastic paraplegia 11 autosomal recessive
"Spastic paraplegia 12, autosomal dominant",spastic paraplegia 12 autosomal dominant
"Spastic paraplegia 13, autosomal dominant",spastic paraplegia 13 autosomal dominant
"Spastic paraplegia 15, autosomal recessive",spastic paraplegia 15 autosomal recessive
Spastic paraplegia 17,spastic paraplegia 17
"Spastic Paraplegia 18, Autosomal Recessive",spastic paraplegia 18 autosomal recessive
"Spastic paraplegia 2, X-linked",spastic paraplegia 2 x linked
"Spastic paraplegia 20, autosomal recessive",spastic paraplegia 20 autosomal recessive
Spastic paraplegia 23,spastic paraplegia 23
"Spastic paraplegia 26, autosomal recessive",spastic paraplegia 26 autosomal recessive
"Spastic Paraplegia 28, Autosomal Recessive",spastic paraplegia 28 autosomal recessive
"Spastic paraplegia 3, autosomal dominant",spastic paraplegia 3 autosomal dominant
"Spastic Paraplegia 30, Autosomal Recessive",spastic paraplegia 30 autosomal recessive
"Spastic Paraplegia 31, Autosomal Dominant",spastic paraplegia 31 autosomal dominant
"SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE, WITH OR WITHOUT NEURODEGENERATION",spastic paraplegia 35 autosomal recessive with or without neurodegeneration
"Spastic Paraplegia 39, Autosomal Recessive",spastic paraplegia 39 autosomal recessive
"Spastic paraplegia 4, autosomal dominant",spastic paraplegia 4 autosomal dominant
"Spastic Paraplegia 42, Autosomal Dominant",spastic paraplegia 42 autosomal dominant
"SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE",spastic paraplegia 43 autosomal recessive
"Spastic Paraplegia 44, Autosomal Recessive",spastic paraplegia 44 autosomal recessive
"SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE",spastic paraplegia 45 autosomal recessive
"SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE",spastic paraplegia 46 autosomal recessive
"SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE",spastic paraplegia 47 autosomal recessive
"SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE",spastic paraplegia 48 autosomal recessive
"Spastic Paraplegia-50, Autosomal Recessive",spastic paraplegia 50 autosomal recessive
"SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSIVE",spastic paraplegia 51 autosomal recessive
"SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE",spastic paraplegia 52 autosomal recessive
"SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE",spastic paraplegia 53 autosomal recessive
"SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE",spastic paraplegia 54 autosomal recessive
"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE, WITH OR WITHOUT PSEUDOXANTHOMA ELASTICUM",spastic paraplegia 56 autosomal recessive with or without pseudoxanthoma elasticum
"SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE",spastic paraplegia 57 autosomal recessive
"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE",spastic paraplegia 5a autosomal recessive
"Spastic paraplegia 6, autosomal dominant",spastic paraplegia 6 autosomal dominant
