DiseaseName_raw,DiseaseName_norm,mapped_adr_id,mapped_adr_name,GeneSymbol,DiseaseID,DirectEvidence,PubMedIDs
Pulmonary Embolism,pulmonary embolism,C0034065,Pulmonary embolism,PLAT,MESH:D011655,marker/mechanism|therapeutic,1899825|19415734|2123154|3105914|3122266|8082347|8451030|9199818|9266785
Reperfusion Injury,reperfusion injury,,,PLAT,MESH:D015427,therapeutic,9472885
Respiratory Insufficiency,respiratory insufficiency,,,PLAT,MESH:D012131,therapeutic,25331496
"Shock, Cardiogenic",shock cardiogenic,,,PLAT,MESH:D012770,therapeutic,1430592
Spinal Cord Compression,spinal cord compression,C0037926,Spinal cord compression,PLAT,MESH:D013117,marker/mechanism,12227717
Stroke,stroke,,,PLAT,MESH:D020521,marker/mechanism|therapeutic,10171637|10346413|10436095|10572812|11061250|11108748|11113218|11239184|11739841|11940547|12221155|12230423|12384244|12511774|14581697|14657446|14986460|15016487|15017018|15087567|1598096|16126134|16184341|16763187|16809570|16908730|17086147|17525387|17612434|17903870|17903947|18346647|18369171|18560214|18753472|18753474|19286598|20123226|20212195|20488584|20536612|20705933|2124386|23876515|2514002|25245553|7477192|8427107|8598594|9056608|9259745|9400355|9472885|9479657|9479658|9566367|9633741|9707184|9836764|9933289
Thromboembolism,thromboembolism,,,PLAT,MESH:D013923,therapeutic,8451030
Thrombosis,thrombosis,C0040053,Thrombosis,PLAT,MESH:D013927,marker/mechanism|therapeutic,12677255|19348381|2123154|22352330
"Vasospasm, Intracranial",vasospasm intracranial,,,PLAT,MESH:D020301,therapeutic,19057314|29651748
Venous Thromboembolism,venous thromboembolism,,,PLAT,MESH:D054556,marker/mechanism,16167916
Venous Thrombosis,venous thrombosis,C0042487,Venous thrombosis,PLAT,MESH:D020246,therapeutic,11144008|15557913|19415734
"Ventricular Dysfunction, Left",ventricular dysfunction left,,,PLAT,MESH:D018487,therapeutic,8763515
Adenocarcinoma,adenocarcinoma,C0001418,Adenocarcinoma,PLAU,MESH:D000230,marker/mechanism,10467400
Alzheimer Disease,alzheimer disease,,,PLAU,MESH:D000544,marker/mechanism,
Angina Pectoris,angina pectoris,C0002962,Angina pectoris,PLAU,MESH:D000787,therapeutic,1730212
"Angina, Unstable",angina unstable,C0002965,Angina unstable,PLAU,MESH:D000789,therapeutic,2382605
Anuria,anuria,C0003460,Anuria,PLAU,MESH:D001002,marker/mechanism,8225663
Arterial Occlusive Diseases,arterial occlusive diseases,,,PLAU,MESH:D001157,therapeutic,15557913|1713745|9181759|9731615
Asthenozoospermia,asthenozoospermia,,,PLAU,MESH:D053627,marker/mechanism,18998460
Asthma,asthma,C0004096,Asthma,PLAU,MESH:D001249,marker/mechanism,21912604
Bone Neoplasms,bone neoplasms,,,PLAU,MESH:D001859,marker/mechanism,16475674
Brain Edema,brain edema,,,PLAU,MESH:D001929,marker/mechanism,11677890
Brain Ischemia,brain ischemia,,,PLAU,MESH:D002545,therapeutic,10472989|10512912|17927297|9731615
"Carcinoma, Transitional Cell",carcinoma transitional cell,,,PLAU,MESH:D002295,marker/mechanism,14644129
Carotid Artery Diseases,carotid artery diseases,,,PLAU,MESH:D002340,therapeutic,10512912
Cerebral Hemorrhage,cerebral hemorrhage,,,PLAU,MESH:D002543,marker/mechanism,1265806|15181847|17702958|8025938|9731615
Cerebral Infarction,cerebral infarction,C0007785,Cerebral infarction,PLAU,MESH:D002544,therapeutic,12133459|16773802
Cerebrovascular Disorders,cerebrovascular disorders,,,PLAU,MESH:D002561,therapeutic,1265806|17308290
Coronary Disease,coronary disease,,,PLAU,MESH:D003327,therapeutic,1730212|9181759
"Embolism, Cholesterol",embolism cholesterol,,,PLAU,MESH:D017700,marker/mechanism,16773802
"Glomerulonephritis, IGA",glomerulonephritis iga,,,PLAU,MESH:D005922,therapeutic,9002298
"Graft Occlusion, Vascular",graft occlusion vascular,,,PLAU,MESH:D006083,therapeutic,10392865|11041470|8025938|8416330
"Heart Rupture, Post-Infarction",heart rupture post infarction,,,PLAU,MESH:D006342,marker/mechanism,9403446
Hematuria,hematuria,,,PLAU,MESH:D006417,marker/mechanism,8225663
Hemorrhage,hemorrhage,,,PLAU,MESH:D006470,marker/mechanism,15502123|15557913|8225663|9266785
Hypotension,hypotension,C0020649,Hypotension,PLAU,MESH:D007022,marker/mechanism,10392865
Idiopathic Pulmonary Fibrosis,idiopathic pulmonary fibrosis,C1800706,Idiopathic pulmonary fibrosis,PLAU,MESH:D054990,therapeutic,18491991
IgA Vasculitis,iga vasculitis,,,PLAU,MESH:D011695,therapeutic,12671112|9002298
"Infarction, Middle Cerebral Artery",infarction middle cerebral artery,,,PLAU,MESH:D020244,therapeutic,11677890|15181847|17702958
Intracranial Embolism and Thrombosis,intracranial embolism and thrombosis,,,PLAU,MESH:D002542,therapeutic,9403446
Intracranial Hemorrhages,intracranial hemorrhages,,,PLAU,MESH:D020300,marker/mechanism,10392865|10472989|10512912|17308290
Ischemia,ischemia,,,PLAU,MESH:D007511,therapeutic,15557913|8662173
Ischemic Stroke,ischemic stroke,,,PLAU,MESH:D000083242,therapeutic,15502123
Liver Cirrhosis,liver cirrhosis,,,PLAU,MESH:D008103,marker/mechanism|therapeutic,18481824|26396155
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLAU,MESH:D008106,marker/mechanism,25380136
Myocardial Infarction,myocardial infarction,C0027051,Myocardial infarction,PLAU,MESH:D009203,marker/mechanism|therapeutic,1908371|2174952|2382605|3068399|3984876|8416330
Neoplasm Invasiveness,neoplasm invasiveness,,,PLAU,MESH:D009361,marker/mechanism,14644129|26284488
Neoplasm Metastasis,neoplasm metastasis,,,PLAU,MESH:D009362,marker/mechanism,16475674
"Neoplasm Recurrence, Local",neoplasm recurrence local,,,PLAU,MESH:D009364,marker/mechanism,16430655
Nephritis,nephritis,C0027697,Nephritis,PLAU,MESH:D009393,therapeutic,12671112
Pancreatic Neoplasms,pancreatic neoplasms,,,PLAU,MESH:D010190,marker/mechanism,10467400
Prostatic Neoplasms,prostatic neoplasms,,,PLAU,MESH:D011471,marker/mechanism,11454671|16430655|17192053
Pulmonary Embolism,pulmonary embolism,C0034065,Pulmonary embolism,PLAU,MESH:D011655,marker/mechanism|therapeutic,1098216|11041470|4430106|4884574|9038699|9266785
Quebec platelet disorder,quebec platelet disorder,,,PLAU,MESH:C536260,marker/mechanism,
Reperfusion Injury,reperfusion injury,,,PLAU,MESH:D015427,therapeutic,15181847
Sagittal Sinus Thrombosis,sagittal sinus thrombosis,,,PLAU,MESH:D020225,therapeutic,10668740
Stomach Neoplasms,stomach neoplasms,,,PLAU,MESH:D013274,marker/mechanism,16367923
Stroke,stroke,,,PLAU,MESH:D020521,marker/mechanism,12742636
Thromboembolism,thromboembolism,,,PLAU,MESH:D013923,therapeutic,3718210
Thrombosis,thrombosis,C0040053,Thrombosis,PLAU,MESH:D013927,therapeutic,12830724|2106299|2133253|2795766|4884574|8657906
Venous Thrombosis,venous thrombosis,C0042487,Venous thrombosis,PLAU,MESH:D020246,therapeutic,15557913|3161212|3488869|6359570
Ventricular Fibrillation,ventricular fibrillation,C0042510,Ventricular fibrillation,PLAU,MESH:D014693,marker/mechanism,9083243
"Arthritis, Juvenile",arthritis juvenile,,,PLAUR,MESH:D001171,marker/mechanism,19565504
Autistic Disorder,autistic disorder,,,PLAUR,MESH:D001321,marker/mechanism,19360663|21328570
Carcinoma,carcinoma,,,PLAUR,MESH:D002277,marker/mechanism,15302576
Inflammation,inflammation,C0021368,Inflammation,PLAUR,MESH:D007249,marker/mechanism,22261521
Neoplasm Invasiveness,neoplasm invasiveness,,,PLAUR,MESH:D009361,marker/mechanism,22261521
Neoplasm Metastasis,neoplasm metastasis,,,PLAUR,MESH:D009362,marker/mechanism,15659795
Neoplasms,neoplasms,,,PLAUR,MESH:D009369,marker/mechanism,22261521
Prostatic Neoplasms,prostatic neoplasms,,,PLAUR,MESH:D011471,marker/mechanism,15302576
"Arthritis, Rheumatoid",arthritis rheumatoid,,,PLB1,MESH:D001172,marker/mechanism,24520335
"Carcinoma, Non-Small-Cell Lung",carcinoma non small cell lung,,,PLBD1,MESH:D002289,marker/mechanism,15496427
Colonic Neoplasms,colonic neoplasms,,,PLCB1,MESH:D003110,marker/mechanism,15059925
DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 12,developmental and epileptic encephalopathy 12,,,PLCB1,OMIM:613722,marker/mechanism,
Myelodysplastic Syndromes,myelodysplastic syndromes,,,PLCB1,MESH:D009190,marker/mechanism,19805378
Pain,pain,C0030193,Pain,PLCB1,MESH:D010146,marker/mechanism,16405873
Schizophrenia,schizophrenia,C0036341,Schizophrenia,PLCB1,MESH:D012559,marker/mechanism,17667964
Desbuquois syndrome,desbuquois syndrome,,,PLCB3,MESH:C535943,marker/mechanism,
Auriculo-condylar syndrome,auriculo condylar syndrome,,,PLCB4,MESH:C538270,marker/mechanism,
Desbuquois syndrome,desbuquois syndrome,,,PLCB4,MESH:C535943,marker/mechanism,
Melanoma,melanoma,,,PLCB4,MESH:D008545,marker/mechanism,21499247
Uveal Melanoma,uveal melanoma,,,PLCB4,MESH:D000098943,marker/mechanism,27089179
"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 3",nail disorder nonsyndromic congenital 3,,,PLCD1,OMIM:151600,marker/mechanism,
Osteoarthritis,osteoarthritis,C0029408,Osteoarthritis,PLCD1,MESH:D010003,marker/mechanism,18784066
Adenocarcinoma,adenocarcinoma,C0001418,Adenocarcinoma,PLCE1,MESH:D000230,marker/mechanism,20729852
Esophageal Squamous Cell Carcinoma,esophageal squamous cell carcinoma,,,PLCE1,MESH:D000077277,marker/mechanism,20729852|20729853
"NEPHROTIC SYNDROME, TYPE 3",nephrotic syndrome type 3,,,PLCE1,OMIM:610725,marker/mechanism,
Severe Dengue,severe dengue,,,PLCE1,MESH:D019595,marker/mechanism,22001756
Stomach Neoplasms,stomach neoplasms,,,PLCE1,MESH:D013274,marker/mechanism,20729852
Hemangiosarcoma,hemangiosarcoma,,,PLCG1,MESH:D006394,marker/mechanism,24633157
"Leukemia-Lymphoma, Adult T-Cell",leukemia lymphoma adult t cell,,,PLCG1,MESH:D015459,marker/mechanism,26437031
"Lymphoma, T-Cell, Cutaneous",lymphoma t cell cutaneous,,,PLCG1,MESH:D016410,marker/mechanism,26192916
Sezary Syndrome,sezary syndrome,,,PLCG1,MESH:D012751,marker/mechanism,26551670
Alzheimer Disease,alzheimer disease,,,PLCG2,MESH:D000544,marker/mechanism,28714976
"AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION",autoinflammation antibody deficiency and immune dysregulation,,,PLCG2,OMIM:614878,marker/mechanism,
Cryopyrin-Associated Periodic Syndromes,cryopyrin associated periodic syndromes,,,PLCG2,MESH:D056587,marker/mechanism,
Inflammatory Bowel Diseases,inflammatory bowel diseases,,,PLCG2,MESH:D015212,marker/mechanism,28067908
"Leukemia, Lymphocytic, Chronic, B-Cell",leukemia lymphocytic chronic b cell,,,PLCG2,MESH:D015451,marker/mechanism,27542411
Schizophrenia,schizophrenia,C0036341,Schizophrenia,PLCL2,MESH:D012559,marker/mechanism,21822266
SPERMATOGENIC FAILURE 17,spermatogenic failure 17,,,PLCZ1,OMIM:617214,marker/mechanism,
Cardiomegaly,cardiomegaly,C0018800,Cardiomegaly,PLD1,MESH:D006332,marker/mechanism,15988127
"Infarction, Middle Cerebral Artery",infarction middle cerebral artery,,,PLD1,MESH:D020244,marker/mechanism,12374626
Tetralogy of Fallot,tetralogy of fallot,,,PLD1,MESH:D013771,marker/mechanism,
Cardiomegaly,cardiomegaly,C0018800,Cardiomegaly,PLD2,MESH:D006332,marker/mechanism,15988127
Orthomyxoviridae Infections,orthomyxoviridae infections,,,PLD2,MESH:D009976,marker/mechanism,25065577
"Arthritis, Rheumatoid",arthritis rheumatoid,,,PLD4,MESH:D001172,marker/mechanism,22446963
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLD4,MESH:D008106,marker/mechanism,25380136
Autistic Disorder,autistic disorder,,,PLD5,MESH:D001321,marker/mechanism,20663923
Epidermolysa bullosa simplex and limb girdle muscular dystrophy,epidermolysa bullosa simplex and limb girdle muscular dystrophy,,,PLEC,MESH:C535955,marker/mechanism,
"EPIDERMOLYSIS BULLOSA SIMPLEX 5D, GENERALIZED INTERMEDIATE, AUTOSOMAL RECESSIVE",epidermolysis bullosa simplex 5d generalized intermediate autosomal recessive,,,PLEC,OMIM:616487,marker/mechanism,
"Epidermolysis bullosa simplex, Ogna type",epidermolysis bullosa simplex ogna type,,,PLEC,MESH:C535962,marker/mechanism,
Epidermolysis Bullosa Simplex With Pyloric Atresia,epidermolysis bullosa simplex with pyloric atresia,,,PLEC,MESH:C567408,marker/mechanism,
Epidermolysis bullosa with pyloric atresia,epidermolysis bullosa with pyloric atresia,,,PLEC,MESH:C535377,marker/mechanism,
"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 17",muscular dystrophy limb girdle autosomal recessive 17,,,PLEC,OMIM:613723,marker/mechanism,
"Arthritis, Rheumatoid",arthritis rheumatoid,,,PLEK,MESH:D001172,marker/mechanism,12833524
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLEK,MESH:D008106,marker/mechanism,25380136
Osteoporosis,osteoporosis,C0029456,Osteoporosis,PLEK,MESH:D010024,marker/mechanism,18924182
Prostatic Neoplasms,prostatic neoplasms,,,PLEK2,MESH:D011471,marker/mechanism,17013881
"Diabetes Mellitus, Type 2",diabetes mellitus type 2,,,PLEKHA1,MESH:D003924,marker/mechanism,28869590
"Glaucoma, Angle-Closure",glaucoma angle closure,,,PLEKHA7,MESH:D015812,marker/mechanism,22922875|27064256
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLEKHB1,MESH:D008106,marker/mechanism,25380136
Breast Neoplasms,breast neoplasms,,,PLEKHD1,MESH:D001943,marker/mechanism,29915430
Ovarian Neoplasms,ovarian neoplasms,,,PLEKHF1,MESH:D010051,marker/mechanism,21397856
Tobacco Use Disorder,tobacco use disorder,,,PLEKHG1,MESH:D014029,marker/mechanism,18438686
LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,leukodystrophy and acquired microcephaly with or without dystonia,,,PLEKHG2,OMIM:616763,marker/mechanism,
"CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C",charcot marie tooth disease recessive intermediate c,,,PLEKHG5,OMIM:615376,marker/mechanism,
Polycystic Ovary Syndrome,polycystic ovary syndrome,,,PLEKHG5,MESH:D011085,marker/mechanism,21411543
"Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4",spinal muscular atrophy distal autosomal recessive 4,,,PLEKHG5,MESH:C567023,marker/mechanism,
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLEKHH1,MESH:D008106,marker/mechanism,25380136
Desbuquois syndrome,desbuquois syndrome,,,PLEKHM1,MESH:C535943,marker/mechanism,
"Osteopetrosis, Autosomal Recessive 6",osteopetrosis autosomal recessive 6,,,PLEKHM1,MESH:C566931,marker/mechanism,
Bipolar Disorder,bipolar disorder,C0005586,Bipolar disorder,PLEKHO1,MESH:D001714,marker/mechanism,31043756
Neoplasms,neoplasms,,,PLEKHS1,MESH:D009369,marker/mechanism,25261935
Acute Kidney Injury,acute kidney injury,,,PLG,MESH:D058186,marker/mechanism,28885000
Chemical and Drug Induced Liver Injury,chemical and drug induced liver injury,,,PLG,MESH:D056486,marker/mechanism,22507835
Drug-Related Side Effects and Adverse Reactions,drug related side effects and adverse reactions,,,PLG,MESH:D064420,marker/mechanism,28885000
Hypertension,hypertension,C0020538,Hypertension,PLG,MESH:D006973,marker/mechanism,6383834
Leukocyte Disorders,leukocyte disorders,,,PLG,MESH:D007960,marker/mechanism,30213540
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLG,MESH:D008106,therapeutic,14716496
"Plasminogen Deficiency, Type I",plasminogen deficiency type i,,,PLG,MESH:C566897,marker/mechanism,
Venous Thrombosis,venous thrombosis,C0042487,Venous thrombosis,PLG,MESH:D020246,therapeutic,7215189
"Lipodystrophy, Familial Partial",lipodystrophy familial partial,,,PLIN1,MESH:D052496,marker/mechanism,
Obesity,obesity,C0028754,Obesity,PLIN1,MESH:D009765,marker/mechanism,15001633
Fatty Liver,fatty liver,,,PLIN2,MESH:D005234,marker/mechanism,16439473
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLIN2,MESH:D008106,marker/mechanism,25380136
Stomach Neoplasms,stomach neoplasms,,,PLIN2,MESH:D013274,marker/mechanism,16367923
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLIN3,MESH:D008106,marker/mechanism,25380136
Vacuolar Neuromyopathy,vacuolar neuromyopathy,,,PLIN4,MESH:C566617,marker/mechanism,
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,PLK1,MESH:D006528,marker/mechanism,28284560
Glioma,glioma,,,PLK1,MESH:D005910,marker/mechanism,22000864
Leukemia,leukemia,,,PLK1,MESH:D007938,marker/mechanism,26008977
"Arthritis, Juvenile",arthritis juvenile,,,PLK2,MESH:D001171,marker/mechanism,19565504
Carcinoma,carcinoma,,,PLK2,MESH:D002277,marker/mechanism,12376462
Drug-Related Side Effects and Adverse Reactions,drug related side effects and adverse reactions,,,PLK2,MESH:D064420,marker/mechanism,12897130
"Mammary Neoplasms, Animal",mammary neoplasms animal,,,PLK2,MESH:D015674,marker/mechanism,12376462
"Mammary Neoplasms, Experimental",mammary neoplasms experimental,,,PLK2,MESH:D008325,marker/mechanism,12376462
Desbuquois syndrome,desbuquois syndrome,,,PLK4,MESH:C535943,marker/mechanism,
Dwarfism,dwarfism,,,PLK4,MESH:D004392,marker/mechanism,25344692
"Eye Diseases, Hereditary",eye diseases hereditary,,,PLK4,MESH:D015785,marker/mechanism,25344692
Microcephaly,microcephaly,C0025958,Microcephaly,PLK4,MESH:D008831,marker/mechanism,25344692
"Microcephaly with Chorioretinopathy, Autosomal Recessive",microcephaly with chorioretinopathy autosomal recessive,,,PLK4,MESH:C565379,marker/mechanism,
Retinitis pigmentosa 1,retinitis pigmentosa 1,,,PLK4,MESH:C538365,marker/mechanism,
"Mesothelioma, Malignant",mesothelioma malignant,,,PLLP,MESH:D000086002,marker/mechanism,25756049
"Arrhythmias, Cardiac",arrhythmias cardiac,,,PLN,MESH:D001145,marker/mechanism,
Atrial Fibrillation,atrial fibrillation,C0004238,Atrial fibrillation,PLN,MESH:D001281,marker/mechanism,30061737
"Cardiomyopathy, Dilated, 1p",cardiomyopathy dilated 1p,,,PLN,MESH:C563690,marker/mechanism,
"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18",cardiomyopathy familial hypertrophic 18,,,PLN,OMIM:613874,marker/mechanism,
Myocardial Infarction,myocardial infarction,C0027051,Myocardial infarction,PLN,MESH:D009203,marker/mechanism,16026515|16162791
Myocardial Reperfusion Injury,myocardial reperfusion injury,,,PLN,MESH:D015428,marker/mechanism,10734148
Myocardial Stunning,myocardial stunning,,,PLN,MESH:D017682,marker/mechanism,16317512
"Ventricular Dysfunction, Left",ventricular dysfunction left,,,PLN,MESH:D018487,marker/mechanism,14991071
Congenital contractural arachnodactyly,congenital contractural arachnodactyly,,,PLOD1,MESH:C536211,marker/mechanism,
Desbuquois syndrome,desbuquois syndrome,,,PLOD1,MESH:C535943,marker/mechanism,
Ehlers-Danlos Syndrome,ehlers danlos syndrome,,,PLOD1,MESH:D004535,marker/mechanism,
Ehlers-Danlos syndrome type 6,ehlers danlos syndrome type 6,,,PLOD1,MESH:C536198,marker/mechanism,15666309
Kyphosis,kyphosis,C0022821,Kyphosis,PLOD1,MESH:D007738,marker/mechanism,15666309
Nevo syndrome,nevo syndrome,,,PLOD1,MESH:C536113,marker/mechanism,15666309
"Arthritis, Juvenile",arthritis juvenile,,,PLOD2,MESH:D001171,marker/mechanism,19565504
"Bone Fragility with Contractures, Arterial Rupture, and Deafness",bone fragility with contractures arterial rupture and deafness,,,PLOD2,MESH:C567320,marker/mechanism,
Bone Neoplasms,bone neoplasms,,,PLOD2,MESH:D001859,marker/mechanism,15865105
Bruck syndrome 2,bruck syndrome 2,,,PLOD2,MESH:C537407,marker/mechanism,
Desbuquois syndrome,desbuquois syndrome,,,PLOD2,MESH:C535943,marker/mechanism,
Liver Cirrhosis,liver cirrhosis,,,PLOD2,MESH:D008103,marker/mechanism,26396155
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,PLOD2,MESH:D008106,marker/mechanism,25380136
Osteoarthritis,osteoarthritis,C0029408,Osteoarthritis,PLOD2,MESH:D010003,marker/mechanism,18784066
Osteoporosis-pseudoglioma syndrome,osteoporosis pseudoglioma syndrome,,,PLOD2,MESH:C536063,marker/mechanism,
"Bone Fragility with Contractures, Arterial Rupture, and Deafness",bone fragility with contractures arterial rupture and deafness,,,PLOD3,MESH:C567320,marker/mechanism,
"Larsen syndrome, dominant type",larsen syndrome dominant type,,,PLOD3,MESH:C537873,marker/mechanism,
Marshall syndrome,marshall syndrome,,,PLOD3,MESH:C536025,marker/mechanism,
Osteoporosis-pseudoglioma syndrome,osteoporosis pseudoglioma syndrome,,,PLOD3,MESH:C536063,marker/mechanism,
"Encephalomyelitis, Autoimmune, Experimental",encephalomyelitis autoimmune experimental,,,PLP1,MESH:D004681,marker/mechanism,21068375
